date,open,high,low,close,volumeUSD,marketCapUSD
2020-09-30,0.243157,0.24318,0.239202,0.242311,1.161931498E9,1.093699456E10
2020-09-29,0.241815,0.246431,0.239322,0.243139,1.244211927E9,1.0974362416E10
2020-09-28,0.243252,0.24827,0.241819,0.242051,1.312887582E9,1.0925259667E10
2020-09-27,0.242391,0.245023,0.238844,0.243252,9.90209623E8,1.0970030472E10
2020-09-26,0.241888,0.245595,0.23934,0.242369,1.176448176E9,1.0930190628E10
2020-09-25,0.233079,0.244589,0.230421,0.241805,1.389150295E9,1.0904777432E10
2020-09-24,0.22166,0.233776,0.220625,0.233018,1.316129692E9,1.0508486738E10
2020-09-23,0.233571,0.236175,0.221148,0.221657,1.011343441E9,9.996130303E9
2020-09-22,0.231848,0.234743,0.230237,0.233417,1.019583831E9,1.0526490795E10
2020-09-21,0.246818,0.24811,0.230479,0.232138,1.718957623E9,1.0468793071E10
2020-09-20,0.251663,0.251663,0.243716,0.246743,1.091283585E9,1.1113896108E10
2020-09-19,0.25053,0.254101,0.248359,0.251716,1.043485055E9,1.1337877219E10
2020-09-18,0.252284,0.255716,0.247091,0.250707,1.282349756E9,1.1292428408E10
2020-09-17,0.247743,0.25819,0.247218,0.252194,1.735400721E9,1.1359386614E10
2020-09-16,0.24401,0.250974,0.236727,0.247847,1.421286455E9,1.1163601882E10
2020-09-15,0.246265,0.249245,0.243392,0.24385,1.245531094E9,1.0983553364E10
2020-09-14,0.241804,0.249822,0.240322,0.246327,1.19599429E9,1.1095132155E10
2020-09-13,0.247814,0.253136,0.238857,0.241801,1.163182194E9,1.0883759101E10
2020-09-12,0.243055,0.248752,0.24182,0.247814,1.043746083E9,1.1154409008E10
2020-09-11,0.24353,0.244815,0.23752,0.243292,1.096662166E9,1.0950852982E10
2020-09-10,0.239689,0.249185,0.23957,0.24353,1.353359148E9,1.0961584883E10
2020-09-09,0.236723,0.243213,0.234273,0.239609,1.203137131E9,1.0785112204E10
2020-09-08,0.242029,0.243872,0.232833,0.236753,1.61841697E9,1.0656568301E10
2020-09-07,0.240812,0.243432,0.231285,0.242174,1.773175897E9,1.0900539863E10
2020-09-06,0.237692,0.243732,0.231323,0.240731,1.752405005E9,1.0835602512E10
2020-09-05,0.255808,0.259606,0.233811,0.237692,2.160621038E9,1.0698811447E10
2020-09-04,0.246726,0.266139,0.244301,0.255883,1.92423448E9,1.1517592373E10
2020-09-03,0.276636,0.276726,0.245419,0.24658,1.847290355E9,1.109889175E10
2020-09-02,0.295612,0.303214,0.269151,0.276461,1.985414445E9,1.244386245E10
2020-09-01,0.281612,0.298213,0.278456,0.295696,1.730740377E9,1.3304778881E10
2020-08-31,0.283065,0.284512,0.278658,0.281766,1.209798563E9,1.2678006729E10
2020-08-30,0.274568,0.283597,0.274357,0.283034,1.202203314E9,1.2735064439E10
2020-08-29,0.272009,0.276839,0.269447,0.274497,1.053592719E9,1.2350936087E10
2020-08-28,0.264658,0.273302,0.261309,0.272046,1.178427813E9,1.2240673038E10
2020-08-27,0.27736,0.278688,0.257513,0.264511,1.471948899E9,1.1901631634E10
2020-08-26,0.277693,0.280136,0.274876,0.277491,1.194610015E9,1.2485661391E10
2020-08-25,0.289044,0.289571,0.273311,0.277927,1.403395912E9,1.2490744794E10
2020-08-24,0.285278,0.291312,0.283117,0.289215,1.23722952E9,1.2998070622E10
2020-08-23,0.286358,0.287276,0.278829,0.285386,1.183627267E9,1.2826002016E10
2020-08-22,0.280635,0.286546,0.275896,0.286546,1.417207522E9,1.287813659E10
2020-08-21,0.292468,0.295518,0.280258,0.280682,1.833818566E9,1.2614593511E10
2020-08-20,0.290301,0.294099,0.286078,0.292573,1.749934412E9,1.314898877E10
2020-08-19,0.303513,0.30554,0.282474,0.290246,2.163768928E9,1.304439167E10
2020-08-18,0.314218,0.320406,0.301843,0.303307,2.126503478E9,1.3631409331E10
